year,subject,question_type,question_number,question,options,answer,analysis,images
2022,计算机网络,真题,33,在 ISO/OSI 参考模型中，实现两个相邻结点间流量控制功能的是（ ）。 OSI模型,,B,OSI模型A.物理层B.数据链路层C.网络层D.传输层查看答案与解析收藏正确答案：B在ISO/OSI 模型中，数据链路层、网络层、传输层都具有流量控制功能，数据链路层是相邻结点之间的流量控制，网络层是整个网络中的流量控制，传输层是端到端的流量控制。,
2022,计算机网络,真题,34,在一条带宽为 200kHz 的无噪声信道上，若采用 4 个幅值的 ASK 调制，则该信道的最大数据传输速率是（ ）。 奈奎斯特定理,,C,奈奎斯特定理A.200 kbpsB.400 kbpsC.800 kbpsD.1600 kbps查看答案与解析收藏正确答案：C根据奈奎斯特定理，最大数据传输速率=2Wlog2​V，4 个幅值的 ASK 调制说明有 4 个相位，将 V=4 代入，得 800kbps。,
2022,计算机网络,真题,35,"若某主机的 IP 地址是 183.80.72.48, 子网掩码是 255.255.192.0, 则该主机所在网络的网络地址是 ( )。 网络号和主机号",,B,"网络号和主机号A.183.80.0.0B.183.80.64.0C.183.80.72.0D.183.80.192.0查看答案与解析收藏正确答案：B主机所在网络的网络地址可以通过主机的 IP 地址和子网掩码逐位相与得到。子网掩码 255.255.192.0 的二进制前 18 位为 1、后 14 位为 0，把主机 P 地址的后 14 位变为 0，得
到的结果为 183.80.64.0，即为主机所在网络的网络地址。",
2022,计算机网络,真题,36,下图所示网络中的主机 H 的子网掩码与默认网关分别是（ ）。 Internet路由器交换机H192.168.1.60192.168.1.1/30192.168.1.62/27 Internet路由器交换机H192.168.1.60192.168.1.1/30192.168.1.62/27 Internet Internet Internet H192.168.1.60 H192.168.1.60 H192.168.1.60 192.168.1.60 192.168.1.1/30 192.168.1.1/30 192.168.1.1/30 192.168.1.62/27 192.168.1.62/27 192.168.1.62/27,,D,"路由表A.255.255.255.192, 192.168.1.1B.255.255.255.192, 192.168.1.62C.255.255.255.224, 192.168.1.1D.255.255.255.224, 192.168.1.62查看答案与解析收藏正确答案：D默认网关可以理解为离当前主机最近的路由器的端口地址，所以是 192.168.1.62，
而该主机的子网掩码和网关的子网掩码也相同，/27 即为 255.255.255.224。",
2022,计算机网络,真题,37,在 SDN 网络体系结构中，SDN 控制器向数据平面的 SDN 交换机下发流表时所使用的接口是（ ）。 软件定义网络,,B,"软件定义网络A.东向接口B.南向接口C.西向接口D.北向接口查看答案与解析收藏正确答案：BSDN对上层开发者提供的编程接口称为北向接口，而南向接口则负责控制平面和
数据平面间的通信，所以 SDN 控制器向数据平面的 SDN 交换机下发流表时使用南向接口。",
2022,计算机网络,真题,38,假设主机甲和主机乙已建立一个 TCP 连接，最大段长 MSS = 1 KB，甲一直有数据向乙发送，当甲的拥塞窗口为 16KB 时，计时器发生了超时，则甲的拥塞窗口再次增长到 16KB 所需要的时间至少是（ ）。 TCP拥塞控制 时刻 0 发生了超时，门限值 ssthresh 变为拥塞窗口 cwnd 的一半即 8，同时 cwnd 置为 1，执行慢开始算法，cwnd 指数增长，经过 3 个 RTT，增长到 ssthresh 值：之后执行拥塞避免算法，cwmd 线性增长，再经过 8 个 RTT，增长到 16，共花费 11 个 RTT，如下表所示。,,C,"TCP拥塞控制A.4 RTTB.5 RTTC.11 RTTD.16 RTT查看答案与解析收藏正确答案：C时刻 0 发生了超时，门限值 ssthresh 变为拥塞窗口 cwnd 的一半即 8，同时 cwnd
置为 1，执行慢开始算法，cwnd 指数增长，经过 3 个 RTT，增长到 ssthresh 值：之后执行拥塞避免算法，cwmd 线性增长，再经过 8 个 RTT，增长到 16，共花费 11 个 RTT，如下表所示。时刻01234567891011拥塞窗口1248910111213141516",
2022,计算机网络,真题,39,"假设客户 C 和服务器 S 已建立一个 TCP 连接，通信往返时间 RTT = 50 ms, 最长报文段寿命 MSL= 800ms, 数据传输结束后，C 主动请求断开连接。若从 C 主动向 S 发出 FIN 段时刻算起，则 C 和 S 进入 CLOSED 状态所需的时间至少分别是 ( )。 TCP四次挥手",,D,"TCP四次挥手A.850 ms, 50 msB.1650 ms, 50 msC.850 ms, 75 msD.1650 ms, 75 ms查看答案与解析收藏正确答案：DTCP 连接的释放过程见四次挥手。题目问的是最少时间，所以当服务器 S 收到客户 C 发送的 FIN 请求后不再发送数据，而是立马发送 FN 请求（即第②步和第③步同时发生，忽略 FIN-WAIT2 和 CLOSE-WAIT 状态。C 收到 S 发来的 FIN 报文段后，进入 CLOSED 状态还需等到 TIME-WAIT 结束，总用时至少为 1RTT + 2MSL = 50 + 800×2 = 1650ms。S 进入 CLOSED 状态需要经过 3 次报文段的传输时间，即 1.5RTT=75ms。",
2022,计算机网络,真题,40,"假设主机 H 通过 HTTP/1.1 请求浏览某 Web 服务器 S 上的 Web 页 news408.html, news408.html 引用了同目录下的 1 幅图像，news408.html 文件大小为 1 MSS（最大段长），图像文件大小为 3 MSS, H 访问 S 的往返时间 RTT = 10 ms, 忽略 HTTP 响应报文的首部开销和 TCP 段传输时延。若 H 已完成域名解析，则从 H 请求与 S 建立 TCP 连接时刻起，到接收到全部内容止，所需的时间至少 是（ ）。 HTTP",,B,"HTTPA.30msB.40msC.50msD.60ms查看答案与解析收藏正确答案：BHTTP/1.1 默认使用流水线的长连接，所有请求都是连续发送的。题目要求最少
时间，最理想的流程是 TCP 在第三次握手的报文段中捎带 HTTP 请求，以及 TCP 连接后慢开
始阶段不考虑拥塞情况。假设接收方有足够大的缓存空间，即发送窗口等同于拥塞窗口，总
共需要经过：第 1 个 RTT，进行 TCP 连接，此时服务器 S 的发送窗口= 1MSS，并在第三次
握手时捎带 HTTP 请求；第 2 个 RTT，服务器 S 发送大小为 1MSS 的 html 文件，主机 C 确认
后服务器 S 的发送窗口变为 2MSS；第 3 个 RTT，服务器 S 发送大小为 2MSS 的图像文件，
主机 C 确认后服务器 S 的发送窗口变为 4MSS；第 4 个 RTT，服务器 S 发送剩下的 1MSS 图
像文件，完成传输，总共需要 4 个 RTT，即 40ms。",
2022,数据结构,真题,41,已知非空二叉树 T 的结点值均为正整数，采用顺序存储方式保存，数据结构定义如下： typedefstruct{// MAX_SIZE 为已定义常量ElemtypeSqBiTNode[MAX_SIZE];// 保存二叉树结点值的数组intElemNum;// 实际占用的数组元素个数}SqBiTree; T 中不存在的结点在数组 SqBiTNode 中用 -1 表示。例如，对于下图所示的两棵非空二叉树 T1 和 T2： 4025803027405060353060二叉树 T1二叉树 T2 4025803027405060353060二叉树 T1二叉树 T2 二叉树 T1 二叉树 T1 二叉树 T1 二叉树 T2 二叉树 T2 二叉树 T2 T1 的存储结果如下： 402560-130-180-1-127T1.SqlBiTNodeT1.ElemNum = 10 402560-130-180-1-127T1.SqlBiTNodeT1.ElemNum = 10,,,,
2022,数据结构,真题,42,现有 n（n > 100000）个数保存在一维数组 M 中，需要查找 M 中最小的 10 个数，请回答下列问题。 (1) 设计一个完成上述查找任务的算法，要求平均情况下的比较次数尽可能少，简单描述其算法思想，不需要程序实现。 (2) 说明你所设计的算法平均情况下的时间复杂度和空间复杂度。 堆的概念插入排序 【答案 1】定义含 10 个元素的数组 A，初始时元素值均为该数组类型能表示的最大数 MAX。for M 中的每个元素 s if (s < A[9]) 丢弃 A[9]并将 s 按升序插入到 A 中；当数据全部扫描完毕，数组 A[0]~A[9]保存的即是最小的 10 个数。【答案 2】定义含 10 个元素的大根堆 H，元素值均为该堆元素类型能表示的最大数 MAX。for M 中的每个元素 s if （s < H 的堆顶元素）删除堆顶元素并将 s 插入到 H 中； 当数据全部扫描完毕，堆 H 中保存的即是最小的 10 个数。 【答案 1】 定义含 10 个元素的数组 A，初始时元素值均为该数组类型能表示的最大数 MAX。 当数据全部扫描完毕，数组 A[0]~A[9]保存的即是最小的 10 个数。 【答案 2】 定义含 10 个元素的大根堆 H，元素值均为该堆元素类型能表示的最大数 MAX。 删除堆顶元素并将 s 插入到 H 中； 当数据全部扫描完毕，堆 H 中保存的即是最小的 10 个数。,,,,
2022,计算机组成原理,真题,43,某 CPU 中部分数据通路如图所示，其中，GPRs 为通用寄存器组；FR 为标志寄存器，用于存放 ALU 产生的标志信息；带箭头虚线表示控制信号，如控制信号 ReaD. Write 分别表示主存读、主存写，MDRin 表示内部总线上数据写入 MDR，MDRout 表示 MDR 的内容送内部总线。 MARMARinMDRMDRinMDRoutPCPCinPCoutIRIRin送 CU 等部件ReadWrite内部总线主存储器YALUYinZSFOF···FRALUopZoutGPRsrdGPRinrsGPRout44161616ABF MARMARinMDRMDRinMDRoutPCPCinPCoutIRIRin送 CU 等部件ReadWrite内部总线主存储器YALUYinZSFOF···FRALUopZoutGPRsrdGPRinrsGPRout44161616ABF MARin MARin MARin MDRin MDRin MDRin MDRout MDRout MDRout PCin PCin PCin PCout PCout PCout IRin IRin IRin 送 CU 等部件 送 CU 等部件 送 CU 等部件 Read Read Read Write Write Write 内部总线 内部总线 内部总线 主存储器 主存储器 主存储器,,,,
2022,计算机组成原理,真题,44,假设某磁盘驱动器中有 4 个双面盘片，每个盘面有 20000 个磁道，每个磁道有 500 个扇区，每个扇区可记录 512 字节的数据，盘片转速为 7200rpm（转/分），平均寻道时间为 5ms，请回答下列问题。 (1) 每个扇区包含数据及地址信息，地址信息分为 3 个字段，这 3 个字段的名称格式什么？对于该磁盘，各字段至少占多少位？ (2) 一个扇区的平均访问时间约为多少？ (3) 若采用周期挪用 DMA 方式进行磁盘与主机之间的数据传送，磁盘控制器中的数据缓冲区大小为 64 位，则在一个扇区读写过程中，DMA 控制器向 CPU 发送了多少次总线请求？若 CPU 检测到 DMA 控制器的总线请求信号时也需要访问主存，则 DMA 控制器是否可以获得总线使用权？为什么？ CHS地址DMA 1）参考CHS 地址，三个字段的名称为柱面号（或磁道号）、磁头号（或盘面号）、扇区号。由于每个盘面有 20000 个磁道，因此该磁盘共有 20000 个柱面，柱面号字段至少占⌈log2​20000⌉=15位。由于该磁盘共有 4 个盘片，每个盘片有 2 个盘面，因此磁头号字段至少占log2​(4×2)=3位。由于每个磁道有 500 个扇区，因此扇区号字段至少占⌈log2​500⌉=9位。2）一个扇区的访问时间由寻道时间、延迟时间、传输时间三部分组成。平均寻道时间为 5 ms，平均延迟时间等于磁盘转半圈所需要的时间，平均传输时间等于一个扇区划过磁头下方所需要的时间。该磁盘转一圈的时间为60×103/7200≈8.33ms，因此一个扇区的平均访问时间约为5+8.33/2+8.33/500≈9.18ms3）磁盘控制器中的数据缓冲区每充满一次，DMA 控制器就需要发出一次总线请求，将这 64 bit 数据通过总线传送到主存。因此，在一个扇区读写过程中，DMA 控制器向 CPU 发送了512B/64bit=64次总线请求。由于采用周期挪用DMA 方式，当 CPU 和 DMA 控制器都需要访问主存时，DMA 控制器可以优先获得总线使用权。这是因为一旦磁盘开始读写，就必须按时完成数据传送，否则数据缓冲区中的数据会发生丢失。 1）参考CHS 地址，三个字段的名称为柱面号（或磁道号）、磁头号（或盘面号）、扇区号。由于每个盘面有 20000 个磁道，因此该磁盘共有 20000 个柱面，柱面号字段至少占⌈log2​20000⌉=15位。由于该磁盘共有 4 个盘片，每个盘片有 2 个盘面，因此磁头号字段至少占log2​(4×2)=3位。由于每个磁道有 500 个扇区，因此扇区号字段至少占⌈log2​500⌉=9位。 2）一个扇区的访问时间由寻道时间、延迟时间、传输时间三部分组成。平均寻道时间为 5 ms，平均延迟时间等于磁盘转半圈所需要的时间，平均传输时间等于一个扇区划过磁头下方所需要的时间。该磁盘转一圈的时间为60×103/7200≈8.33ms，因此一个扇区的平均访问时间约为 5+8.33/2+8.33/500≈9.18ms 3）磁盘控制器中的数据缓冲区每充满一次，DMA 控制器就需要发出一次总线请求，将这 64 bit 数据通过总线传送到主存。因此，在一个扇区读写过程中，DMA 控制器向 CPU 发送了512B/64bit=64次总线请求。由于采用周期挪用DMA 方式，当 CPU 和 DMA 控制器都需要访问主存时，DMA 控制器可以优先获得总线使用权。这是因为一旦磁盘开始读写，就必须按时完成数据传送，否则数据缓冲区中的数据会发生丢失。,,,,
2023,数据结构,真题,1,下列对顺序存储的有序表（长度为 n）实现给定操作的算法中平均时间复杂度为 O(1) 的是（ ）。,,D,顺序表A.查找包含指定值元素的算法B.插入包含指定值元素的算法C.删除第 i 个元素的算法D.获取第 i 个值的算法查看答案与解析收藏正确答案：D线性表的顺序存储结构采用一组地址连续的存储单元依次存储线性表的数据元素。特点是逻辑上相邻的数据元素在物理位置上相邻。线性表顺序存储结构是一种随机存取的存储结构，设线性表的每个元素占 L 个存储单元，第一个元素a1​的存储地址是 LOC(a1​)，则任意元素ai​的 LOC(ai)=LOC(a1​)+(i-1)*L。因此获取第 i 个值的算法为常量阶 O(1)。,
2023,数据结构,真题,2,现有非空双向链表 L，其结点结构为： prevdatanext prevdatanext prev prev prev data data data next next next prev 是指向前直接前驱结点的指针，next 是指向直接后继结点的指针。若要在 L 中指针 p 所指向的结点（非尾结点）之后插入指针 s 指向的新结点，则在执行了语句序列：s->next=p->next; p->next=s，后，还要执行（ ）。,,C,链表A.s->next->prev=p; s->prev=p;B.p->next->prev=s; s->prev=p;C.s->prev=s->next->prev; s->next->prev=s;D.p->next->prev=s->prev; s->next->prev=p;查看答案与解析收藏正确答案：C主要考察双链表的插入操作，解决这类问题可在纸上画出具体的双链表进行模拟。因为s->next已经赋值为p的后一个结点，同时p->next指针已经赋值为s。所以只需要处理s->next->prev和s->next->prev的赋值，s->prev需要指向p，s-next->prev需要指向s。因为p->next和s指向同一个结点，所以可以用p->next代表s。故本题的正确选项为 C。,
2023,数据结构,真题,3,若采用三元组表存储结构存储系数矩阵 M。则除三元组外，下列数据中还需要保存的是（ ）。 I. M 的行数 II. M 中包含非零元素的行数 III. M 的列数 IV. M 中包含非零元素的列数 特殊矩阵三元组表,,A,"特殊矩阵三元组表A.仅 I 和 IIIB.仅 I 和 IVC.仅 II 和 IVD.I, II, III, IV查看答案与解析收藏正确答案：A存储稀疏矩阵 M，三元组表的表项存储了行 row、列 col、值 value 三种信息，除此之外，我们还需要知道矩阵 M 的规模 rows × cols，即 M 的行数 rows 和 M 的列数 cols，这个信息应该直接给出。当我们需要某个位置的元素，可以先根据 M 的行数和列数判断是否越界，如果没有越界，在三元组进行查找，如果三元组没有保存对应位置的值代表矩阵中该位置的值为 0。本题答案选 A。",
2023,数据结构,真题,4,"在有 6 个字符组成的字符集 S 中，各个字符出现的频次分别为 3, 4, 5, 6, 8, 10，为 S 构造的哈夫曼树的加权平均长度为（ ） 哈夫曼树 计算字符集 S 构造的哈夫曼编码的加权路径长度，我们需要使用字符的频次来确定每个字符的编码长度，并计算加权平均值。给定字符集 S 中各字符出现的频次为 3，4，5，6，8，10，我们可以按照哈夫曼编码算法构造哈夫曼树。构建的哈夫曼树如图所示。加权平均长度 =（编码长度 1 × 频次 1 + 编码长度 2 × 频次 2 + &mldr; + 编码长度 n × 频次 n）/（频次 1 + 频次 2 + … + 频次 n），在本题中，加权平均长度=((3+4+5+6)×3 + (8+10)×2)/(3+4+5+6+8+10)=2.5。本题答案选 B。 3615211110783456 3615211110783456",,B,哈夫曼树A.2.4B.2.5C.2.67D.2.75查看答案与解析收藏正确答案：B计算字符集 S 构造的哈夫曼编码的加权路径长度，我们需要使用字符的频次来确定每个字符的编码长度，并计算加权平均值。给定字符集 S 中各字符出现的频次为 3，4，5，6，8，10，我们可以按照哈夫曼编码算法构造哈夫曼树。构建的哈夫曼树如图所示。加权平均长度 =（编码长度 1 × 频次 1 + 编码长度 2 × 频次 2 + &mldr; + 编码长度 n × 频次 n）/（频次 1 + 频次 2 + … + 频次 n），在本题中，加权平均长度=((3+4+5+6)×3 + (8+10)×2)/(3+4+5+6+8+10)=2.5。本题答案选 B。3615211110783456,
2023,数据结构,真题,5,"已知一棵二叉树的树形如图，若其后序遍历为 f,d,b,e,c,a，则其先序序列为（ ）。 二叉树遍历 如下图所示。对于后序序列 fdbeca，a 为树节点的根，因此在序号 1 中，a 首先进行绘制。同时，a 节点的左子树有 4 个节点，右子树有 1 个节点，因此 fdbe 属于左子树，c 节点属于右子树，所以我们在序号 2 的树中，填充 c。a 结点左子树的后序遍历序列为 fdbe，代表 e 为左子树的根节点，因此在序号 3 的树中，填充 e。同理 e 节点的左子树有两个节点，右子树有一个节点，因此 fdb 属于左子树，e 属于右子树，在序号 4 的树中，我们填写 b。e 的左子树的后序遍历序列为 fd，则 d 为子树的根节点，因此在序号 5 的树中，我们填充 d，最后在序号 6 的图中，填充 f。先序序列为 a，e，d，f，b，c。本题答案选 A。 aacaecaebcaedbcaedbcf123456 aacaecaebcaedbcaedbcf123456",,A,二叉树遍历A.aedfbcB.acebdfC.cabefdD.dfebac查看答案与解析收藏正确答案：A如下图所示。对于后序序列 fdbeca，a 为树节点的根，因此在序号 1 中，a 首先进行绘制。同时，a 节点的左子树有 4 个节点，右子树有 1 个节点，因此 fdbe 属于左子树，c 节点属于右子树，所以我们在序号 2 的树中，填充 c。a 结点左子树的后序遍历序列为 fdbe，代表 e 为左子树的根节点，因此在序号 3 的树中，填充 e。同理 e 节点的左子树有两个节点，右子树有一个节点，因此 fdb 属于左子树，e 属于右子树，在序号 4 的树中，我们填写 b。e 的左子树的后序遍历序列为 fd，则 d 为子树的根节点，因此在序号 5 的树中，我们填充 d，最后在序号 6 的图中，填充 f。先序序列为 a，e，d，f，b，c。本题答案选 A。aacaecaebcaedbcaedbcf123456,
2023,数据结构,真题,6,已知无向连通图 G 中各边的权值均为 1，下列算法中，一定能够求出图 G 中从某顶点到其余各个顶点最短路径的是（ ）。 I. 普利姆算法 II. 克鲁斯卡尔算法 III. 图的广度优先搜索 最小生成树,,B,"最小生成树A.仅 IB.仅 IIIC.仅 II 和 ID.I,II,III查看答案与解析收藏正确答案：B普里姆算法和克鲁斯卡尔算法是用于解决最小生成树问题的算法，它们并不直接适用于求解最短路径问题。广度优先遍历 (BFS) 是一种图遍历算法，可以用于求解单源最短路径问题。在权值均为 1 的情况下，BFS 算法从给定的起始顶点开始遍历，按照层级顺序逐步扩展，每次扩展一层。这样，当 BFS 遍历到目标顶点时，它所经过的边数就是从起始顶点到目标顶点的最短路径长度。因此，BFS 算法可以用于求解图 G 中从某个顶点到其余各个顶点的最短路径。本题答案选 B。",
2023,数据结构,真题,7,下列关于非空 B 树的叙述中，正确的是（ ） I. 插入操作可能增加树的高度 II. 删除操作一定会导致叶结点的变化 III. 查找某关键字一定是要查找到叶结点 IV. 插入的新关键字最终位于叶结点中 在B 树中，插入操作可能导致节点分裂。如果根节点已满，插入新键会触发根节点分裂，生成一个新的根节点，从而增加树的高度。因此，插入操作确实可能（但不一定）增加树的高度。选项 I 正确。 删除操作可能涉及以下情况： 在所有删除场景中，无论是直接删除键还是通过替换、合并、借键，操作最终都会影响叶子结点（键的移除或调整发生在叶子结点）。选项 II 正确。 查找关键字并不一定需要查找到叶子结点。例如，如果目标键位于根节点或中间节点，查找会在这些非叶子结点停止。选项 III 错误。 新关键字在 B 树中开始总是被插入到叶子结点中，但是可能随着分裂上溢到非叶子结点，选项 IV 错误。,,B,B树A.仅 IB.仅 I、IIC.仅 III、IVD.仅 I、II、IV查看答案与解析收藏正确答案：B在B 树中，插入操作可能导致节点分裂。如果根节点已满，插入新键会触发根节点分裂，生成一个新的根节点，从而增加树的高度。因此，插入操作确实可能（但不一定）增加树的高度。选项 I 正确。删除操作可能涉及以下情况：删除的键在叶子结点：直接从叶子结点移除该键，导致叶子结点内容变化。删除的键在非叶子结点：B 树会用前驱或后继键（通常位于叶子结点）替换该键，然后删除前驱或后继键。这仍然会导致叶子结点的变化。删除后触发合并或借键：如果删除键后某个节点键数低于最小要求（通常 ⌈m / 2⌉ − 1），可能需要从兄弟节点借键或与兄弟节点合并。这些操作可能涉及叶子结点（例如，合并两个叶子结点或调整叶子结点的键）。在所有删除场景中，无论是直接删除键还是通过替换、合并、借键，操作最终都会影响叶子结点（键的移除或调整发生在叶子结点）。选项 II 正确。查找关键字并不一定需要查找到叶子结点。例如，如果目标键位于根节点或中间节点，查找会在这些非叶子结点停止。选项 III 错误。新关键字在 B 树中开始总是被插入到叶子结点中，但是可能随着分裂上溢到非叶子结点，选项 IV 错误。,
2023,数据结构,真题,8,对含有 600 个元素的有序顺序表进行折半查找，关键字之间的比较次数最多是（ ）。 数组查找,,B,"数组查找A.9B.10C.30D.300查看答案与解析收藏正确答案：B在含有 600 个元素的有序表进行折半查找时，其关键字比较次数最多的情况发生在目
标元素不在表中的情况下。在这种情况下，折半查找会进行到最后一步，直到左边界和右边界
相遇。因此，关键字比较次数最多的情况是在查找过程中遍历整个表的情况。在进行折半查找
时，每次比较会将查找范围缩小一半，直到找到目标元素或确定目标元素不在表中。对于 600
个元素的有序表，因为log2​(600)≈9.22，采用 9 次遍历并不能查找完成，因此需要 10 次查找。
本题答案选 B。",
2023,数据结构,真题,9,"现有长度为 5，初始为空的散列表 HT，散列表函数 H(k) = (k+4) % 5 用线性探查再散列法解决冲突。若将关键字序列 2022,12,25 依次插入 HT 中，然后删除关键字 25，则 HT 中查找失败的平均查找长度（ ）。 散列表平均查找长度 线性探测再散列法中删除一个关键字会导致后面的关键字无法通过线性探测找到正确 的位置。当删除一个关键字时，为了保持散列表的连续性，通常会将后续的关键字向前移动填 充空缺，这样后续的查找操作才能继续正确地找到它们。然而，如果删除的是一个位于中间位 置的关键字，后面的关键字需要依次向前移动，这会导致删除操作的时间复杂度较高，因为需 要移动大量的关键字。为了解决删除操作中的位置依赖性问题，可以使用删除标记来表示一个 位置上的关键字已被删除。 如下表所示，查找失败的平均查找长度为 (1+3+2+1+2)/5=1.8。本题答案选 C。",,C,"散列表平均查找长度A.1B.1.6C.1.8D.2.2查看答案与解析收藏正确答案：C线性探测再散列法中删除一个关键字会导致后面的关键字无法通过线性探测找到正确
的位置。当删除一个关键字时，为了保持散列表的连续性，通常会将后续的关键字向前移动填
充空缺，这样后续的查找操作才能继续正确地找到它们。然而，如果删除的是一个位于中间位
置的关键字，后面的关键字需要依次向前移动，这会导致删除操作的时间复杂度较高，因为需
要移动大量的关键字。为了解决删除操作中的位置依赖性问题，可以使用删除标记来表示一个
位置上的关键字已被删除。如下表所示，查找失败的平均查找长度为 (1+3+2+1+2)/5=1.8。本题答案选 C。地址01234Key20221225 (delete)查找失败次数13212",
2023,数据结构,真题,10,下列排序算法中，不稳定的是（ ） I. 希尔排序 II. 归并排序 III. 快速排序 IV. 堆排序 V. 基数排序 排序算法,,C,"排序算法A.仅 I 和 IIB.仅 II 和 VC.仅 I，III，IVD.仅 III，IV，V查看答案与解析收藏正确答案：C参考排序总结，快速排序在每一轮划分时，通常选择一个枢轴元素将序列分成两部分，并且在交换
元素时可能改变相同关键字元素的相对顺序，因此不是稳定的排序算法。堆排序使用堆数据
结构进行排序，其中在建堆和调整堆的过程中，元素的交换可能导致相同关键字元素的相对
顺序发生改变，因此堆排序也不是稳定的排序算法。希尔排序是基于插入排序的一种改进算
法，它通过将待排序的序列划分成若干个较小的子序列进行插入排序，然后逐步缩小子序列
的间隔，最终完成整个序列的排序。由于希尔排序是通过跳跃式的插入排序进行排序的，相
同关键字的元素可能会跨越较大的间隔进行比较和交换。这种跨越较大间隔的比较和交换可
能导致相同关键字的元素的相对顺序发生改变，因此希尔排序是不稳定的排序算法。因此不
稳定的排序算法有希尔排序、快速排序、堆排序。本题答案选 C。",
2023,数据结构,真题,11,"使用快速排序算法对数据进行升序排序，若经过一次划分后得到的数据序列是 68, 11, 70, 23, 80, 77, 48, 81, 93, 88，则该次划分的轴枢（ ）。 排序算法",,D,排序算法A.11B.70C.80D.81查看答案与解析收藏正确答案：D在快速排序中，划分过程通常选择一个枢轴元素来将待排序序列划分为两个子序列。因为是升序排序，所以枢纽元素的前半个子序列的值需要都小于枢轴值，后半个子序列的值需要都大于枢轴值。分别从每个选项来看，A 选项的枢轴值为 11，前半个子序列的值只有68，大于枢轴值 11，不符合。B 选项的枢轴值为 70，前半个子序列都小于 70，但后半个子序列存在 23 和 48 小于 70，不符合。C 选项的枢轴值为 80，前半个子序列的值都小于 80，但是后半个子序列存在 48 小于 80，不符合。D 选项的枢轴值为 81，81 前面的元素都小于 81，81 后面的元素都大于 81，符合。因此本题的正确选项为 D。,
2023,计算机组成原理,真题,12,若机器 M 的主频为 1.5Ghz，在 M 上执行程序 p 的指令条数为5×105次方，p 的平均 CPI 为 1.2，则 p 在 M 上的指令执行速度和用户 CPU 时间分别为（ ） 计算机性能指标,,C,"计算机性能指标A.0.8GIPS、0.4msB.0.8GIPS、0.4μsC.1.25GIPS、0.4msD.1.25GIPS、0.4μs查看答案与解析收藏正确答案：Cp 每条指令平均需要1.2个时钟周期，机器 M 的主频为 1.5GHZ 代表每秒共有1.5G个时钟周期，则每秒能执行 1.5G / 1.2 = 1.25G 条指令。执行 p 程序共需要5×105×1.2=6×105个时
钟周期，每秒有1.5G个时钟周期，则6×105个时钟周期共需要6×105/(1.5G×103)=0.4ms。所以
本题的正确答案为 C。",
2023,计算机组成原理,真题,13,若 short 型变量 x = -8190，则 x 的机器数为（ ）,,A,"补码A.E002HB.E001HC.9FFFHD.9FFEH查看答案与解析收藏正确答案：A机器数是计算机内部用来表示和存储数值的二进制形式。对于有符号的 short 型变量，
通常采用 16 位补码表示法。对于给定的 short 型变量 x=-8190，我们需要将其转换为二进制的补码表示。首先，将数值 8190 转换为二进制形式：8190 = 0001 1111 1111 1110B，然后取其二
进制补码（负数取反后加 1），补码为 1110 0000 0000 0010B，转化为 16 进制为 E002H。因此
正确选项为 A。",
2023,计算机组成原理,真题,14,已知 float 型变量用 IEEE754 单精度浮点数格式表示。若 float 型变量 x 的机器数为 8020 0000H，则 x 的值（ ） IEEE浮点数表示,,A,"IEEE浮点数表示A.−2−128B.−1.01×2−127C.−1.01×2−126D.非数 (NAN)查看答案与解析收藏正确答案：A本题考查浮点数表示的异常值，给定的机器数为 8020 0000H，表示一个 32 位的二进制数。我们需要将其转换为 float 型变量的值。8020 0000H = 1000 0000 0010 0000 0000 0000 0000 0000B。根据 IEEE754 单精度
浮点数格式，首位表示符号位，接下来的 8 位表示指数部分，剩下的 23 位表示尾数部分。拆
分该二进制表示，我们得到以下部分，符号位：1（表示负数），指数部分：00000000B（十进制值
为 0)。尾数部分：010 0000 0000 0000 0000 0000B。本题考查的点为 IEEE 754 单精度点数的表
示，因为指数部分为 0，尾数部分不为 0，所以为非规格化的表示，所以尾数部分的形式为 0.M
不是 1.M，同时指数部分是 -126，而不是 -127，则真值为−0.01×2−126=−2−128，正确答案为 A 选项。",
2023,计算机组成原理,真题,15,某计算机的 CPU 有 30 根地址线，按字节编址，CPU 和主存芯片连接时，要求主存芯片占满所有可能存储地址空间，并且 RAM 区和 ROM 区所分配的容量大小比为 3:1，若 RAM 在连续低地址区，ROM 在连续高地址区，则 ROM 的地址范围（ ） 存储器地址,,C,"存储器地址A.00000000H ~ 0FFFFFFFHB.10000000H ~ 2FFFFFFFHC.30000000H ~ 3FFFFFFFHD.40000000H ~ 4FFFFFFFH查看答案与解析收藏正确答案：C由于 CPU 有 30 根地址线，每根地址线可以表示 2 个不同的状态（0 或 1）。因此，CPU
的地址线共有230个不同的地址。根据 RAM 和 ROM 的分配比，RAM 区占据整个地址空间的
3/4，而 ROM 区占据剩下的 1/4，我们可以选取高位的两根地址线，00、01、10 分配给连续低
地址的 RAM，则高位只剩下 11 可以分配，所以可以分配的地址范围为 110&mldr;00（28 个 0）~ 11&mldr;1
（30 个 1)，十六进制表示为 300000000H ~ 3FFFFFFFFH。故本题的正确选项为 C。",
